Instance ID,Ease (% solved)
pytest-dev__pytest-5227,100.0
sympy__sympy-20212,100.0
sympy__sympy-24152,100.0
matplotlib__matplotlib-23964,100.0
django__django-14855,100.0
django__django-14752,100.0
django__django-11039,100.0
django__django-11099,100.0
sympy__sympy-13480,100.0
pytest-dev__pytest-11143,100.0
django__django-11133,100.0
django__django-14382,100.0
django__django-13658,100.0
sympy__sympy-14774,100.0
django__django-16046,100.0
django__django-16527,100.0
django__django-16255,100.0
scikit-learn__scikit-learn-14894,100.0
mwaskom__seaborn-3010,100.0
django__django-14915,85.71428571428571
django__django-11049,85.71428571428571
django__django-16379,85.71428571428571
django__django-16873,85.71428571428571
django__django-11583,85.71428571428571
django__django-16595,85.71428571428571
scikit-learn__scikit-learn-13779,85.71428571428571
django__django-13933,85.71428571428571
pydata__xarray-5131,85.71428571428571
scikit-learn__scikit-learn-13439,85.71428571428571
django__django-12286,85.71428571428571
django__django-16139,85.71428571428571
django__django-12453,85.71428571428571
pytest-dev__pytest-7373,85.71428571428571
django__django-13590,85.71428571428571
pytest-dev__pytest-5692,85.71428571428571
django__django-12700,85.71428571428571
sympy__sympy-13647,85.71428571428571
django__django-10914,85.71428571428571
psf__requests-2317,71.42857142857143
sympy__sympy-21847,71.42857142857143
sympy__sympy-17655,71.42857142857143
django__django-11179,71.42857142857143
sympy__sympy-22714,71.42857142857143
django__django-12983,71.42857142857143
django__django-16041,71.42857142857143
sympy__sympy-24213,71.42857142857143
django__django-15347,71.42857142857143
psf__requests-2674,71.42857142857143
matplotlib__matplotlib-23913,71.42857142857143
psf__requests-863,71.42857142857143
django__django-13710,71.42857142857143
django__django-15851,71.42857142857143
django__django-14238,71.42857142857143
sphinx-doc__sphinx-8713,71.42857142857143
django__django-13447,71.42857142857143
scikit-learn__scikit-learn-11281,71.42857142857143
sympy__sympy-12481,71.42857142857143
django__django-13230,71.42857142857143
scikit-learn__scikit-learn-15535,71.42857142857143
sphinx-doc__sphinx-8721,71.42857142857143
django__django-12497,57.14285714285714
scikit-learn__scikit-learn-13584,57.14285714285714
sympy__sympy-13971,57.14285714285714
sphinx-doc__sphinx-8595,57.14285714285714
django__django-11848,57.14285714285714
scikit-learn__scikit-learn-25570,57.14285714285714
sympy__sympy-17022,57.14285714285714
sympy__sympy-17139,57.14285714285714
django__django-12915,57.14285714285714
django__django-13028,57.14285714285714
sympy__sympy-18057,57.14285714285714
matplotlib__matplotlib-26020,57.14285714285714
sympy__sympy-18532,57.14285714285714
scikit-learn__scikit-learn-13496,57.14285714285714
pytest-dev__pytest-7432,57.14285714285714
django__django-14999,57.14285714285714
scikit-learn__scikit-learn-10297,57.14285714285714
django__django-12708,57.14285714285714
sympy__sympy-23117,57.14285714285714
astropy__astropy-14995,57.14285714285714
django__django-14787,57.14285714285714
scikit-learn__scikit-learn-13241,57.14285714285714
sympy__sympy-21055,42.857142857142854
django__django-14608,42.857142857142854
django__django-13401,42.857142857142854
django__django-14016,42.857142857142854
matplotlib__matplotlib-23562,42.857142857142854
django__django-13158,42.857142857142854
sympy__sympy-15678,42.857142857142854
django__django-11999,42.857142857142854
django__django-11815,42.857142857142854
sympy__sympy-18621,42.857142857142854
sympy__sympy-20154,42.857142857142854
scikit-learn__scikit-learn-12471,42.857142857142854
sympy__sympy-24066,42.857142857142854
django__django-15814,42.857142857142854
django__django-15789,42.857142857142854
sympy__sympy-13471,42.857142857142854
django__django-15790,42.857142857142854
django__django-15498,42.857142857142854
pylint-dev__pylint-7993,42.857142857142854
matplotlib__matplotlib-24149,42.857142857142854
pylint-dev__pylint-5859,42.857142857142854
astropy__astropy-12907,42.857142857142854
sympy__sympy-15609,42.857142857142854
psf__requests-1963,28.57142857142857
django__django-13964,28.57142857142857
django__django-11964,28.57142857142857
django__django-14017,28.57142857142857
astropy__astropy-6938,28.57142857142857
django__django-14672,28.57142857142857
django__django-12125,28.57142857142857
django__django-11422,28.57142857142857
django__django-17087,28.57142857142857
django__django-12284,28.57142857142857
django__django-17051,28.57142857142857
django__django-13315,28.57142857142857
django__django-11001,28.57142857142857
sympy__sympy-14396,28.57142857142857
pytest-dev__pytest-11148,28.57142857142857
sympy__sympy-13031,28.57142857142857
sympy__sympy-15011,28.57142857142857
matplotlib__matplotlib-24970,28.57142857142857
matplotlib__matplotlib-23314,28.57142857142857
scikit-learn__scikit-learn-13497,28.57142857142857
scikit-learn__scikit-learn-13142,28.57142857142857
sympy__sympy-23262,28.57142857142857
sympy__sympy-21614,28.57142857142857
matplotlib__matplotlib-26011,28.57142857142857
pylint-dev__pylint-6506,28.57142857142857
sympy__sympy-18189,28.57142857142857
mwaskom__seaborn-3190,28.57142857142857
scikit-learn__scikit-learn-15512,28.57142857142857
sympy__sympy-16988,28.57142857142857
psf__requests-3362,28.57142857142857
django__django-13551,14.285714285714285
astropy__astropy-14182,14.285714285714285
sympy__sympy-21379,14.285714285714285
astropy__astropy-14365,14.285714285714285
sphinx-doc__sphinx-8627,14.285714285714285
django__django-10924,14.285714285714285
sphinx-doc__sphinx-8506,14.285714285714285
matplotlib__matplotlib-24334,14.285714285714285
sympy__sympy-22840,14.285714285714285
sympy__sympy-22005,14.285714285714285
matplotlib__matplotlib-25442,14.285714285714285
django__django-12747,14.285714285714285
django__django-15902,14.285714285714285
sympy__sympy-20442,14.285714285714285
sphinx-doc__sphinx-10325,14.285714285714285
pytest-dev__pytest-7490,14.285714285714285
django__django-13925,14.285714285714285
django__django-12308,14.285714285714285
pylint-dev__pylint-7114,14.285714285714285
sympy__sympy-24909,14.285714285714285
scikit-learn__scikit-learn-14092,14.285714285714285
scikit-learn__scikit-learn-25500,14.285714285714285
django__django-13768,14.285714285714285
django__django-14411,14.285714285714285
django__django-12113,14.285714285714285
django__django-11620,14.285714285714285
pytest-dev__pytest-5495,14.285714285714285
django__django-12856,14.285714285714285
django__django-14580,14.285714285714285
django__django-16820,0.0
django__django-16910,0.0
matplotlib__matplotlib-25079,0.0
matplotlib__matplotlib-25311,0.0
matplotlib__matplotlib-25332,0.0
matplotlib__matplotlib-25433,0.0
matplotlib__matplotlib-25498,0.0
sphinx-doc__sphinx-11445,0.0
django__django-16816,0.0
mwaskom__seaborn-2848,0.0
django__django-15388,0.0
pytest-dev__pytest-5103,0.0
django__django-13321,0.0
matplotlib__matplotlib-23987,0.0
matplotlib__matplotlib-24265,0.0
mwaskom__seaborn-3407,0.0
matplotlib__matplotlib-18869,0.0
matplotlib__matplotlib-23563,0.0
matplotlib__matplotlib-22711,0.0
matplotlib__matplotlib-23476,0.0
django__django-16408,0.0
django__django-16400,0.0
scikit-learn__scikit-learn-14983,0.0
pallets__flask-4045,0.0
django__django-15400,0.0
pylint-dev__pylint-7228,0.0
pylint-dev__pylint-7080,0.0
django__django-15695,0.0
django__django-15738,0.0
django__django-15781,0.0
pydata__xarray-4493,0.0
scikit-learn__scikit-learn-14087,0.0
pytest-dev__pytest-5221,0.0
django__django-13757,0.0
django__django-15061,0.0
pytest-dev__pytest-5413,0.0
django__django-15213,0.0
pytest-dev__pytest-6116,0.0
pytest-dev__pytest-7168,0.0
pytest-dev__pytest-7220,0.0
django__django-15202,0.0
pytest-dev__pytest-8365,0.0
django__django-13660,0.0
pytest-dev__pytest-8906,0.0
pytest-dev__pytest-9359,0.0
django__django-14997,0.0
scikit-learn__scikit-learn-10508,0.0
scikit-learn__scikit-learn-10949,0.0
scikit-learn__scikit-learn-11040,0.0
django__django-15252,0.0
django__django-14730,0.0
django__django-14667,0.0
django__django-14534,0.0
django__django-14155,0.0
django__django-13448,0.0
sphinx-doc__sphinx-8474,0.0
sphinx-doc__sphinx-8435,0.0
sphinx-doc__sphinx-8282,0.0
sphinx-doc__sphinx-8273,0.0
sphinx-doc__sphinx-7975,0.0
matplotlib__matplotlib-22835,0.0
pydata__xarray-4248,0.0
sphinx-doc__sphinx-7686,0.0
sphinx-doc__sphinx-10451,0.0
scikit-learn__scikit-learn-25747,0.0
scikit-learn__scikit-learn-25638,0.0
django__django-15320,0.0
pallets__flask-4992,0.0
pydata__xarray-3364,0.0
sympy__sympy-19487,0.0
sympy__sympy-12419,0.0
sympy__sympy-13895,0.0
sympy__sympy-12236,0.0
sympy__sympy-16792,0.0
sympy__sympy-14817,0.0
sympy__sympy-19007,0.0
sympy__sympy-20049,0.0
django__django-15819,0.0
django__django-11630,0.0
sympy__sympy-20322,0.0
sympy__sympy-20590,0.0
sympy__sympy-20639,0.0
django__django-11564,0.0
sympy__sympy-21171,0.0
sympy__sympy-13177,0.0
sympy__sympy-13773,0.0
sympy__sympy-12171,0.0
sympy__sympy-13043,0.0
sympy__sympy-13915,0.0
django__django-12908,0.0
django__django-13265,0.0
sympy__sympy-12454,0.0
django__django-13220,0.0
sympy__sympy-14024,0.0
sympy__sympy-13437,0.0
sympy__sympy-13146,0.0
sympy__sympy-11897,0.0
django__django-12589,0.0
sympy__sympy-14308,0.0
sympy__sympy-14317,0.0
django__django-13033,0.0
sympy__sympy-21612,0.0
sympy__sympy-21627,0.0
django__django-11283,0.0
sympy__sympy-17630,0.0
django__django-15996,0.0
django__django-16229,0.0
psf__requests-2148,0.0
pallets__flask-5063,0.0
pydata__xarray-4094,0.0
sphinx-doc__sphinx-8801,0.0
matplotlib__matplotlib-23299,0.0
sympy__sympy-11870,0.0
django__django-11742,0.0
django__django-11797,0.0
sympy__sympy-18199,0.0
django__django-11905,0.0
sympy__sympy-18087,0.0
django__django-11910,0.0
django__django-12184,0.0
django__django-11019,0.0
sympy__sympy-11400,0.0
sympy__sympy-16503,0.0
sympy__sympy-16281,0.0
sympy__sympy-16106,0.0
sympy__sympy-15346,0.0
sympy__sympy-15345,0.0
sympy__sympy-15308,0.0
sympy__sympy-18698,0.0
django__django-12470,0.0
sympy__sympy-18835,0.0
sympy__sympy-19254,0.0
sympy__sympy-24102,0.0
astropy__astropy-7746,0.0
sympy__sympy-23191,0.0
sphinx-doc__sphinx-7738,0.0
